,Song_name,queen
121,fat bottomed girls single version   ,"""Oh you gonna take me home tonight Oh down beside that red fire light Oh you gonna let it all hang out Fat bottomed girls you make the rocking world go round"", ""Hey I was just a skinny lad Never knew no good from bad But I knew love before I left my nursery Left alone with big fat Fanny She was such a naughty nanny Heap big woman, you made a bad boy out of me"", ""Hey hey!"", ""I've been singing with my band Across the water, across the land I've seen every blue eyed floozy on the way (hey) But their beauty and their style Went kind of smooth after a while Take me to them naughty ladies every time"", ""C'mon!"", ""Oh, won't you take me home tonight? Oh, down beside your red fire light Oh, and you give it all you got Fat bottomed girls you make the rocking world go round Fat bottomed girls you make the rocking world go round"", ""Hey, listen here Now I got mortgages and homes I got stiffness in the bones Ain't no beauty queens in this locality (I tell you) Oh, but I still get my pleasure Still get my greatest treasure Heap big woman you done made a big man of me (now get this)"", ""Oh (I know), you gonna take me home tonight (please) Oh, down beside that red fire light Oh, you gonna let it all hang out Fat bottomed girls you make the rocking world go round Fat bottomed girls you make the rocking world go round Get on your bikes and ride Ooh, yeah, oh, yeah, them fat bottomed girls Fat bottomed girls, yeah, yeah, yeah, All right Ride 'em cowboy Fat bottomed girls Yes, yes, right."""
122,killer    ,"""[Verse 1] She keeps a Mo\u00c3\u00abt & Chandon In her pretty cabinet 'Let them eat cake' she says Just like Marie Antoinette A built-in remedy For Khrushchev and Kennedy At anytime an invitation You can't decline Caviar and cigarettes Well versed in etiquette Extraordinarily nice"", ""[Chorus] She's a Killer Queen Gunpowder, gelatine Dynamite with a laser beam Guaranteed to blow your mind Anytime"", ""[Post-Chorus] Recommended at the price Insatiable an appetite Want to try?"", ""[Verse 2] To avoid complications She never kept the same address In conversation She spoke just like a baroness Met a man from China Went down to Geisha Minah (Killer, killer, she's a killer Queen) Then again incidentally If you're that way inclined Perfume came naturally from Paris (naturally) For cars, she couldn't care less Fastidious and precise"", ""[Chorus] She's a Killer Queen Gunpowder, gelatine Dynamite with a laser beam Guaranteed to blow your mind Anytime"", ""[Guitar Solo]"", ""[Bridge] Drop of a hat she's as willing as Playful as a pussy cat Then momentarily out of action Temporarily out of gas To absolutely drive you wild, wild She's all out to get you"", ""[Chorus] She's a Killer Queen Gunpowder, gelatine Dynamite with a laser beam Guaranteed to blow your mind Anytime"", ""[Outro] Recommended at the price Insatiable an appetite Want to try? Want to try?"""
123,if you cant beat them   ,"""Keep your chin up when you're feeling lonely Don't let 'em get you down Ain't no use in you sitting all alone Hanging around For someone to call They won't come knocking at all Don't run and hide Even if it hurts you inside So I said Give as good as you get yeah"", ""If you can't beat them join 'em You'd better do it cos it makes you feel good If you can't beat 'em join 'em You're never gonna help yourself"", ""Come on go, get up, hey Sure feels good"", ""Keep your big hands off my money Don't try and pull me down"", ""You're taking me out to wine and dine me Trying to wind me round and around And bind me to your legal contract Rumour has it that you can play it dirty I'll tell you what I'll do about that, that yeah I'll play you at your own game"", ""If you can't beat them join them You'd better do it cos it makes you feel good If you can't beat 'em join 'em You're never gonna help yourself yeah"", ""That's good Play it again"", ""If you can't beat 'em join them You'd better do it cos it makes you feel good If you can't beat 'em join 'em It's everyone for themselves"""
124,surfs upschools out   ,"""Surf's up, school's out I got a criminal urge to twist and shout"", ""I've been searching my whole life through For some perfect dream imagined in my youth"", ""(Follow that dream Surf's up, school's out Surf's up, school's out)"", ""For a perfect life, find a perfect girl You gotta follow that dream to a perfect world I've been a searcher, an adventurer too This ride still runs, I wanna ride with you"", ""This ride still runs, wanna ride with you"", ""(Follow that dream Surf's up, school's out Surf's up, school's out)"", ""In the town and the country We all lay and dreamed our dreams Then we found the world is tough And all is not quite what it seems Gotta take it by the horns Gotta seize your precious day Gotta follow your dream"", ""(Follow that dream Follow that dream Follow that dream Surf's up, school's out Follow that dream Surf's up, school's out Surf's up Follow that dream Surf's up, school's out Surf's up, school's out Follow that dream)"", ""Follow that dream"""
125,god save the    ,
126,is this the world we created   ,"""Just look at all those hungry mouths we have to feed. Take a look at all the suffering we breed. So many lonely faces scattered all around Searching for what they need."", ""Is this the world we created? What did we do it for? Is this the world we invaded against the law? So it seems in the end, Is this what we're all living for today? The world that we created."", ""You know that every day a helpless child is born"", ""Who needs some loving care inside a happy home. Somewhere a wealthy man is sitting on his throne"", ""Waiting for life to go by. Is this the world we created?"", ""We made it on our own. Is this the world we devastated right to the bone? If there's a God in the sky, looking down, What can he think of what we've done To the world that He created?"""
127,bijou   ,"""You and me we are destined You'll agree To spend the rest of our lives with each other The rest of our days like two lovers"", ""For ever - yeah - for ever My bijou"""
128,lazing on a sunday afternoon   ,"""I go out to work on Monday morning Tuesday I go off to honeymoon I'll be back again before it's time for sunny-down, I'll be lazing on a Sunday Afternoon Bicycling on every Wednesday evening Thursday I go waltzing to the Zoo I come from London town, I'm just an ordinary guy, Fridays I go painting in the Louvre I'm bound to be proposing on a Saterday night (There he goes again) I'll be lazing on a Sunday lazing on a Sunday lazing on a Sunday Afternoon."""
129,a human body   ,"""Words and music by Roger Taylor"", ""They were talking in whispers In bear skins and fur Captain Scott and his heroes to be To have laboured so long To have made it this far Ooh it's been such a long ride Ooh you know it's been a long way For a human human human For a human body you see Can you believe it happens? Now it happens here Do you believe do you believe or really care Can you believe it happens? Now it happens here To a human human With a human body you see"", ""There ain't nobody gets out of this moonlight Today is surprisingly fair Oh oh oh oh woo woo"", ""We've got problems the Lone Ranger can't fix The invisible man couldn't see It takes a tough guy To learn some new tricks Ooh it takes such a long time Ooh it's been such a long way For a human human human For a human body you see Can you believe it happens? Now it happens here Do you believe do you believe or really care Can you believe it happens? Now it happens here To a human human With a human body you see"", ""You know it's been such a long while It's been such a long while Takes such a long time It takes such a long time It's been such a long way Been such a long way It's been such a long while Been such a long while Yeah yeah yeah yeah yeah yeah! It's gonna be a long ride"""
130,i go crazy   ,"""Words and music by brian may I took my baby dancing - to see a heavy band but i never saw my baby 'til the encore she had the singer by the hand i didn't wanna cry cos i had to be cool i didn't wanna tell you that you're much too cruel did you have to run off with that doggone fool... All i gotta do is think about you every night and day i go crazy all i gotta do is get my hands on you you better stay away from me baby... I wouldn't mind the postman - if the neighbours didn't know or the gas man, electric man, man to fix the car i'd have to let it go but you had to bring me down for a rock'n'roll clone leave me like a sucker standing all alone did you have to run off with that rolling stone? go ahead fool All i gotta do is think about you every night and day i go crazy all i gotta do is get my hands on you you better stay away from me baby. So i ain't gonna go and see the rolling stones no more i don't wanna go and see queen no more no more i ain't gonna go and see the rolling stones no more i don't wanna go and see queen no more no more Now i don't wanna hurt you - like you been a-hurting me but you know i'll be watchin' rolling on the floor next time you're on tv had enough of your pretending that you know where it's at coming on to all the boys like a real spoilt brat to think i nearly let you get away with all that no way man All i gotta do is think about you every night and day i go crazy all i gotta do is get my hands on you you better stay away from me baby. Ooh you'd better stay away from me baby baby baby crazy crazy crazy crazy..."""
